RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8065,90952325,Johnson,514,America,Female,81,2,48892.48,4,0,1,221689.63,1
8066,36729556,Miller,619,America,Male,66,3,245066.34,4,0,1,234144.81,1
8067,46204438,Martin,688,Austrelia,Male,27,6,224674.13,2,0,0,50418.3,0
8068,68997735,Thomas,676,Germany,Male,30,6,211404.41,3,1,0,56416.88,0
8069,63466923,Cameron,434,USA,Male,46,2,22258.93,4,0,1,88313.4,1
8070,30767672,Wilson,677,India,Male,59,6,27049.88,1,1,0,44678.14,0
8071,94448679,Anderson,505,Spain,Male,58,6,66788.32,1,1,0,227203.09,1
8072,52480197,Scott,396,China,Female,53,8,235949.93,1,0,1,244358.41,0
8073,17226043,Bartlett,734,Austrelia,Female,38,3,211403.06,3,0,1,245508.77,0
8074,31114827,Rodriguez,824,India,Female,25,1,204414.03,1,1,1,10138.43,1
8075,27143312,Thomas,465,France,Male,39,9,178833.83,2,0,1,234897.95,1
8076,96269217,Johnson,628,India,Female,19,5,161393.53,4,0,0,20134.26,0
8077,21955878,Maggard,804,India,Male,39,8,162906.55,4,1,0,75753.01,1
8078,84961346,Romeo,686,Spain,Male,48,0,225574.58,1,1,1,188699.1,0
8079,42903947,Gonzalez,657,Spain,Male,38,2,74085.95,1,0,1,35627.5,1
8080,33114547,Davis,709,Germany,Female,49,2,156310.58,4,1,0,49463.5,1
8081,42670970,Kay,780,Germany,Female,33,0,111089.33,4,1,1,186819.49,0
8082,74197688,Hao,362,India,Female,53,5,234231.08,1,1,1,179047.36,0
8083,54484966,Jackson,353,Austrelia,Female,82,9,239844.23,3,1,1,154833.23,0
8084,20833230,Dellucci,469,India,Female,33,5,103972.11,3,1,0,115319.36,1
8085,60108985,Taylor,340,America,Male,30,1,153080.86,1,0,0,233989.85,0
8086,82319497,Maggard,374,China,Male,57,6,152061.06,3,0,1,189898.33,0
8087,84899101,Henderson,604,USA,Male,57,3,83715.29,2,0,0,211539.13,1
8088,29062962,Kay,458,Germany,Female,20,2,225921.09,3,1,0,8074.77,1
8089,42176189,Miller,361,China,Female,28,1,36757.05,2,0,1,154750.53,1
8090,83078635,Wilson,759,India,Female,28,6,228777,3,1,0,88512.47,1
8091,31364495,Lucciano,443,Austrelia,Female,59,8,120745.5,4,1,0,56047.15,0
8092,40332053,Maggard,440,China,Female,28,3,24142.68,2,0,0,203402.77,0
8093,96320208,Garcia,496,Austrelia,Male,63,7,148679,2,0,0,110403.71,1
8094,34699534,Odinakachukwu,549,America,Female,31,0,10267.2,3,1,1,6340.8,1
8095,95260405,Maggard,655,China,Male,25,4,165004.81,1,0,1,214653.09,0
8096,72950354,Rodriguez,408,USA,Female,23,1,226064.09,2,1,1,195980.59,0
8097,50926863,Dellucci,356,Spain,Male,85,1,160108.22,1,0,1,118400.06,1
8098,69604335,Bartlett,794,France,Female,21,2,51014,3,0,1,157637.74,1
8099,37245991,Bearce,644,USA,Male,18,8,210134.74,3,0,0,68553.6,1
8100,28857821,Smith,407,India,Female,37,3,208479.35,1,0,0,249006.81,1
8101,52673625,Chu,418,Germany,Male,22,10,166263.49,1,1,0,232607.46,1
8102,80977387,Brown,511,Germany,Male,19,9,142710.73,1,1,0,61209.54,1
8103,78206736,Moore,626,Austrelia,Male,55,5,50587.51,1,0,1,153613.19,0
8104,91487930,Lombardo,523,India,Female,78,10,32816,2,1,1,85622.12,0
8105,71874463,Mosman,414,Austrelia,Male,26,10,3586.7,3,0,0,100332.91,1
8106,56555669,Taylor,828,Austrelia,Female,52,6,36398.71,1,1,1,229040.02,0
8107,48320557,Nehi,574,France,Female,81,9,19033.92,1,1,0,69660.23,0
8108,23840307,Moore,591,Austrelia,Female,76,3,148924.51,4,0,1,65605.4,1
8109,45473683,Davis,755,USA,Female,70,9,237937.96,4,0,1,142643.6,0
8110,81377812,Henderson,613,Austrelia,Male,40,3,104754.84,4,1,0,242413.75,0
8111,40689399,Hill,747,Austrelia,Female,30,1,185608.03,4,0,1,61475.58,1
8112,39981268,Obinna,409,Austrelia,Male,70,8,27191.27,4,0,0,111254.77,1
8113,22460048,Garcia,611,France,Female,43,1,57355.82,2,1,0,32389.85,1
8114,16078066,Lucciano,756,France,Male,28,10,89277.96,1,1,1,50705.55,0
8115,28403756,Hargrave,306,India,Female,18,4,43175.28,1,0,1,175905.88,0
8116,64051200,Muldrow,576,India,Male,58,8,13560.26,3,1,0,147578.22,1
8117,99849693,Dellucci,344,America,Female,66,10,51174.18,4,1,0,212007.68,1
8118,27045011,Watson,807,France,Male,34,9,223565.31,4,1,0,119986.21,0
8119,67590111,Boni,744,America,Male,80,8,2099.3,3,1,1,123533.24,1
8120,51946268,Martin,447,Germany,Male,70,7,54842.3,4,0,1,158574.01,0
8121,28307886,Cameron,729,America,Female,71,3,172409.63,4,1,0,137659.72,1
8122,44140397,Tyler,714,France,Male,41,6,235903.2,1,0,0,114965.89,0
8123,67078696,Romeo,612,USA,Male,26,2,13311.45,4,1,1,216625.92,1
8124,58863796,Romeo,771,Austrelia,Male,20,2,235458.64,4,1,1,229926.26,1
8125,52131836,Bianchi,662,Spain,Female,76,7,188188.47,1,1,0,64905.68,1
8126,89825218,Mitchell,415,Spain,Male,38,6,16759.79,3,1,1,209276.62,1
8127,21488452,Watson,610,USA,Male,77,6,78762.93,2,0,1,12520.51,0
8128,36967351,Lavine,731,France,Male,88,1,139367.04,3,1,1,233598.95,0
8129,63225328,Scott,663,America,Male,35,7,114569.88,3,1,0,210084.81,0
8130,86084699,Maclean,706,China,Female,37,4,28610.01,1,1,0,189474.11,0
8131,44682744,Muldrow,370,France,Female,90,8,204167.48,3,0,1,11657.26,0
8132,76113343,Bianchi,574,India,Female,67,1,223420.72,2,1,1,229121.42,0
8133,36158258,McDonald,517,USA,Male,82,7,170769.72,4,1,1,129134.61,1
8134,69861648,Williams,843,Spain,Male,72,2,43644.6,4,0,1,3221.15,1
8135,23912470,Davis,695,China,Female,59,10,208327.32,2,1,0,236705.84,1
8136,44789155,Maclean,368,Austrelia,Male,73,6,64990.4,2,0,1,243218.4,0
8137,23937480,Taylor,551,Germany,Female,83,10,16861.87,4,0,0,133405.78,1
8138,69282732,Bartlett,347,Spain,Female,47,3,96187.94,4,1,1,196345.45,0
8139,59156630,Mosman,454,India,Female,57,1,234820.7,2,0,1,46450.05,1
8140,65336073,Armstrong,567,Austrelia,Male,47,4,162423.43,3,1,1,130704.58,0
8141,28836152,Williams,567,France,Male,58,8,161892.62,1,0,0,137177.47,0
8142,78375960,Tyler,774,USA,Male,42,3,207641.58,1,1,1,128180.05,0
8143,76904893,Onio,467,Spain,Female,46,1,56498.04,4,0,1,137700.96,1
8144,28756713,Bianchi,536,France,Male,35,8,65522.23,1,0,1,124220.02,1
8145,89637119,Anderson,428,Germany,Female,87,1,3091.33,4,1,0,97763.37,0
8146,72342205,Romeo,671,Spain,Female,45,6,226195.93,2,1,1,222337.57,0
8147,94257955,Maggard,604,China,Male,79,4,74745.28,4,0,1,21123.35,1
8148,88939197,Onio,342,India,Female,46,4,154893.13,1,1,1,159245.31,1
8149,77726117,Cameron,334,Spain,Female,32,3,219845.71,4,0,0,211262.6,0
8150,49315312,Davis,497,China,Male,40,7,6442.16,2,0,1,226495.64,1
8151,77741558,Gerasimov,821,Spain,Female,32,9,221398.76,4,1,0,243297.02,1
8152,18166880,Cameron,600,Austrelia,Female,41,5,122624.1,3,0,0,239227.59,1
8153,70432944,Boni,539,China,Female,46,10,186939.63,4,0,0,227311.62,1
8154,31905665,Maclean,474,China,Female,48,1,8664.49,1,0,0,216766.08,1
8155,98927637,Bianchi,392,America,Female,35,3,243549.26,1,1,1,189467.33,1
8156,51660391,Bearce,536,China,Male,73,2,140028.27,4,1,1,30970.79,1
8157,63265618,Azikiwe,393,Austrelia,Female,18,2,98692.7,1,1,0,121015.37,0
8158,77864247,McWilliams,603,China,Female,84,2,146265.85,2,0,0,136728.94,0
8159,77245943,Jones,748,USA,Female,90,9,132415,1,0,1,182956.46,1
8160,32650061,Romeo,615,America,Male,27,5,27550.11,3,1,1,76841.51,0
8161,24005161,Smith,723,France,Male,61,7,168095.1,2,0,0,124756.27,0
8162,82799092,Onio,468,China,Male,79,1,216555.2,1,1,0,165234.96,1
8163,54892182,Brown,649,Austrelia,Female,30,10,16069.76,3,0,1,12763,1
8164,69770288,Miller,747,India,Male,71,6,176741.99,1,1,1,221576.47,0
8165,72391637,Goforth,325,Austrelia,Male,63,8,219802.83,2,0,0,99168.71,0
8166,24057291,McWilliams,750,Germany,Female,18,10,105370.58,4,0,1,237644.43,0
8167,21195938,Jones,623,America,Female,49,2,243588.75,4,1,0,181122.46,0
8168,16558194,Jackson,752,India,Male,49,10,29551.57,2,0,0,159911.57,0
8169,66376133,Romeo,526,China,Male,35,4,179415.9,1,1,1,45944.62,1
8170,78591831,Garcia,842,Germany,Male,40,9,80198.67,2,1,0,16974.67,0
8171,99208663,Kay,745,Germany,Female,89,4,204423.98,1,1,1,245166.89,1
8172,37933849,Taylor,514,America,Female,48,8,5580.89,2,0,0,7761.08,0
8173,83121332,Kay,527,Germany,Female,52,2,128353.46,4,0,1,133255.32,1
8174,40951195,Lombardo,326,China,Male,86,10,4628.11,2,1,0,245247.62,1
8175,48307684,Armstrong,434,Austrelia,Female,34,3,129332.79,4,1,0,176594.09,1
8176,39754379,Lorenzo,425,USA,Male,89,8,93035.1,2,0,1,93762.32,1
8177,59316747,Maclean,718,India,Male,63,5,99107.53,1,1,1,202300.77,1
8178,74916112,Taylor,411,India,Male,35,9,65378.65,3,1,0,16889.23,1
8179,52253500,Clarke,720,China,Female,84,4,67405.7,2,0,1,120884.05,0
8180,90032240,Gonzalez,546,Austrelia,Female,54,8,103497.52,1,0,1,18303.35,0
8181,22861182,Scott,568,Spain,Male,87,4,75916.57,3,0,0,45133.07,1
8182,51957160,He,422,France,Female,57,1,155954.5,4,0,0,152059.05,0
8183,42039779,Odinakachukwu,404,China,Female,50,5,156744.58,3,1,1,86531.55,0
8184,76093213,Jones,347,USA,Female,52,5,5340.38,4,0,0,39438.99,0
8185,26480196,Lorenzo,645,Austrelia,Male,66,3,229780.16,4,0,0,212866.25,1
8186,87908936,Clarke,671,Austrelia,Male,52,6,109017.14,3,0,0,224133.73,0
8187,33215399,Bartlett,610,India,Female,44,2,154180.64,3,0,1,135609.2,0
8188,84284640,Thomas,739,Spain,Male,31,9,41020.6,4,1,1,107006.07,0
8189,76122095,Hill,521,China,Male,85,1,225304.79,2,0,1,212891.1,1
8190,19170140,Scott,650,Austrelia,Female,55,3,122074.05,2,1,1,230732.71,0
8191,58934291,He,848,Germany,Male,83,0,127581.5,4,1,1,70597.17,0
8192,39010632,Bearce,365,Germany,Male,61,9,82716.11,4,1,0,144319.19,1
8193,70167906,Miller,421,Germany,Male,74,3,125463.27,3,0,1,115392.31,1
8194,97318991,Sanderson,409,Germany,Female,34,0,216789.5,1,1,0,234876.71,0
8195,71210537,McWilliams,597,USA,Female,20,8,132535.3,1,1,1,79294.98,0
8196,24686546,Yen,595,Spain,Male,57,2,120592.29,2,1,1,136763.82,1
8197,81031495,Yen,835,China,Male,36,10,191980.38,1,0,0,143207.03,0
8198,69949974,Romeo,645,Germany,Female,90,4,87134.82,2,1,0,247838.79,1
8199,92321299,Maggard,537,USA,Female,80,4,231186.29,3,1,1,1529.82,0
8200,47342109,Williams,750,Germany,Male,77,1,14625.12,1,0,1,232566.78,0
8201,16047517,Wilson,461,India,Female,45,4,127528.26,2,1,1,104878.64,0
8202,99264786,Garcia,516,Spain,Female,69,10,62919.67,3,1,0,12458.68,1
8203,61703465,Muldrow,775,USA,Female,19,2,25962.94,4,1,0,226254.79,1
8204,24639561,Taylor,754,America,Female,70,10,17118.17,4,0,1,178646.9,0
8205,50071838,Mitchell,385,Germany,Female,81,5,234172.31,3,1,1,180652.07,0
8206,52929133,Kay,730,Germany,Female,45,1,205631.65,4,0,0,184272.31,1
8207,90132267,Bearce,359,USA,Female,43,3,242536.18,2,1,1,47604.79,1
8208,25457088,Dellucci,569,Germany,Female,44,10,109479.45,3,0,1,120912.17,1
8209,96778145,Lavine,738,USA,Male,57,4,156009.13,4,0,0,202660.26,0
8210,40510653,Nehi,658,France,Female,54,2,191883.88,2,0,0,208875.81,0
8211,79577778,Miller,382,Spain,Female,25,5,171726.51,2,0,1,176450.34,1
8212,34790781,Brown,680,Austrelia,Female,65,5,194170.94,1,0,0,211172.46,0
8213,39104367,Watson,817,America,Male,35,10,31611.85,3,1,1,217448.53,1
8214,40291750,Obinna,791,USA,Female,36,6,120605.14,3,1,0,96613.92,0
8215,68715211,Henderson,453,Germany,Male,51,9,116309.62,2,1,1,205934.61,1
8216,28118643,Jackson,532,India,Female,56,4,217395.68,1,1,0,211015.35,1
8217,59310956,Tyler,351,Austrelia,Male,66,2,34514.41,2,1,0,162646.93,0
8218,33992617,Gonzalez,444,America,Male,66,3,9149.63,2,0,0,111800.59,0
8219,70385906,Scott,394,America,Female,41,6,69284.43,3,0,1,155637.2,1
8220,78326166,McDonald,342,America,Male,51,1,22165.48,2,1,0,45931.89,0
8221,86373489,McDonald,370,America,Female,48,9,84527.38,1,1,1,181549.95,1
8222,84373547,Andrews,448,China,Male,58,1,22948.78,3,0,0,118192.68,0
8223,42848092,Maclean,407,USA,Male,27,7,223790.96,1,0,0,29057.23,1
8224,85629729,Kay,671,India,Female,29,8,206452.72,4,1,0,162826.54,1
8225,86552201,Clarke,812,USA,Female,19,6,6419.57,3,0,0,62910.44,1
8226,86879345,Odinakachukwu,620,India,Female,24,5,178175.69,3,1,0,176384.48,0
8227,29520127,Clarke,722,China,Male,46,1,109931.23,4,1,1,158619.11,0
8228,96520514,Armstrong,724,China,Female,32,5,58358.94,4,0,1,41664.79,0
8229,62997782,Moore,417,India,Male,26,5,223646.5,3,0,1,135290.15,0
8230,22517905,Davis,338,USA,Male,51,5,203820.36,2,1,1,85871.45,1
8231,84441368,Thomas,671,Germany,Female,54,10,128012.33,4,0,1,241155.38,0
8232,94301319,Maggard,347,India,Male,65,1,31015.9,4,0,1,232891.66,0
8233,62188701,Moore,589,China,Male,82,9,192644.15,3,0,0,18284.05,0
8234,99292347,Martin,646,America,Female,19,3,156975.69,2,1,0,150349.53,1
8235,25298947,Maclean,406,India,Female,34,4,99275.85,3,1,1,84360.29,0
8236,40795685,Scott,430,France,Female,62,0,172614.72,2,1,1,193434.44,0
8237,76212589,Chu,848,Germany,Female,39,6,111544.09,3,1,0,177451.45,0
8238,77541608,Johnson,519,China,Male,77,10,227954.14,4,0,1,227917.9,1
8239,99891199,Miller,547,Spain,Male,74,7,223160.39,2,0,0,19539.77,0
8240,47625281,Martinez,574,China,Female,65,5,166547.25,1,0,0,122191.63,0
8241,45567516,Lopez,405,USA,Female,76,3,98826.04,3,1,1,65484.44,1
8242,43811073,Garcia,712,Germany,Male,66,6,167854.15,3,0,0,53681.12,0
8243,23630866,Hao,413,India,Female,18,5,197912.66,3,1,1,230601.3,0
8244,32507831,Hsiao,632,Austrelia,Male,71,8,214760.45,2,1,1,185469.2,1
8245,45319739,Lopez,725,USA,Female,38,10,189439.47,3,0,0,7882.88,0
8246,92883868,Boni,503,France,Female,63,10,222509.27,4,1,1,198559.6,1
8247,59506265,Mosman,726,USA,Male,26,2,81628.72,1,1,0,200529.1,0
8248,44530077,Young,602,France,Female,52,1,30419.67,1,0,0,45673.2,0
8249,58565069,Yen,530,USA,Male,27,3,1211.6,2,1,0,220615.04,0
8250,36074341,Onio,725,India,Female,42,10,46699.35,2,0,1,142228.08,1
8251,77024724,Nehi,831,India,Female,89,7,94172.64,4,1,0,74822.31,1
8252,34187605,Gerasimov,367,France,Female,51,5,73847.72,2,0,1,36207.69,0
8253,49025348,Lombardo,459,USA,Female,68,9,28400.14,1,1,0,88759.14,1
8254,26589860,Goforth,775,America,Female,37,8,71682.25,4,0,1,4862.17,1
8255,78719088,Nehi,586,Spain,Female,25,0,145868,2,0,1,171981.15,0
8256,34737692,Odinakachukwu,787,China,Male,54,3,181200.17,1,1,1,198299.23,1
8257,20562487,Clarke,318,France,Female,26,3,87443.48,3,1,1,197678.37,0
8258,57032299,Anderson,456,India,Female,25,2,200183.57,4,0,0,148782.46,1
8259,61600442,Armstrong,717,America,Female,80,5,193873.81,1,0,1,227923.55,0
8260,67156266,Sanderson,440,China,Male,43,4,139033.45,4,0,0,166342.85,0
8261,28126434,McDonald,782,USA,Female,71,5,128968.57,2,1,0,31235.78,0
8262,44815198,Armstrong,824,Spain,Male,76,5,99799.87,2,1,1,78084.34,0
8263,55778987,Miller,523,Germany,Female,49,6,188532.76,2,1,0,147517.99,0
8264,17782864,Mosman,768,Germany,Female,45,6,43448.62,3,0,0,206418.43,0
8265,86332574,Clements,721,America,Female,54,3,215617.17,1,1,0,8258.71,1
8266,61814268,Gerasimov,348,USA,Male,20,0,64421.67,3,0,1,68954.23,0
8267,55174008,Sanderson,454,France,Female,52,1,97859.93,1,0,1,128956.45,0
8268,33516536,Lorenzo,789,USA,Male,53,8,138466.26,1,1,1,247614.72,0
8269,22220901,Tyler,649,USA,Female,64,6,78618.6,4,0,1,48420.37,1
8270,80783461,Hill,331,France,Female,23,7,52481.75,1,1,1,28112.86,0
8271,73995348,Andrews,669,Austrelia,Female,66,8,130794.74,3,1,0,13681.26,0
8272,71202164,Andrews,721,America,Male,51,7,142588.36,2,0,0,63303.19,1
8273,55252728,Hargrave,496,Spain,Female,69,6,60051.31,4,0,1,64441.28,0
8274,34464234,Sanderson,720,France,Female,88,5,191902.21,1,1,1,238460.49,1
8275,35995951,Tyler,471,Austrelia,Male,66,4,17819.55,3,0,0,114999.22,1
8276,98894115,Chin,334,America,Female,49,4,103116,4,0,1,67139.03,0
8277,44508434,Jackson,555,Austrelia,Female,67,6,94792.55,4,0,0,159254.75,0
8278,78328117,Dellucci,375,Germany,Male,59,8,77389.24,1,1,1,190118.08,1
8279,29413187,Hernandez,335,Spain,Male,86,2,237847.54,3,1,1,73719.2,0
8280,28477385,Henderson,778,Spain,Female,78,8,221962.35,1,0,1,243226.26,0
8281,38064616,McDonald,837,India,Female,61,2,44633.63,4,0,0,119100.51,0
8282,97440426,Hargrave,825,France,Male,38,5,230940.87,3,1,1,52083.6,1
8283,78631341,Chu,655,France,Female,55,5,224453.77,3,0,0,30605.75,0
8284,38837164,Armstrong,407,China,Male,82,4,45262.39,1,1,0,217380.18,1
8285,94123752,Bartlett,614,USA,Male,28,6,201824.21,1,0,1,143630.24,1
8286,60625301,Romeo,427,China,Male,85,3,149048.24,4,1,0,218834.35,1
8287,98639813,Maclean,300,America,Female,83,0,94539.85,4,0,0,37796.4,0
8288,25282199,Osborne,847,China,Female,59,2,45185.57,2,1,1,198230.24,1
8289,92429752,Watson,488,Spain,Female,23,2,32827.66,4,0,0,64699.83,0
8290,50198531,Lavine,558,France,Male,49,1,134727.76,3,1,1,145459.41,1
8291,58527856,Romeo,771,Austrelia,Male,26,6,94903.24,2,0,1,153367.07,1
8292,88626497,Muldrow,824,India,Male,30,5,241045.82,4,1,0,31893.68,0
8293,32253377,Armstrong,577,France,Male,50,3,136086.59,1,1,1,14839.13,0
8294,54528621,He,814,USA,Male,57,2,123550.17,4,0,1,79411.93,1
8295,65582176,Clements,847,Germany,Male,71,3,24014.26,3,0,1,40638.79,1
8296,75289365,Hsiao,539,Germany,Female,70,10,183347.46,3,0,0,131580.22,1
8297,84856711,Hill,634,Germany,Male,34,0,225319.25,4,1,0,47689.45,0
8298,99750723,Gonzalez,431,USA,Male,33,9,157994.81,1,1,0,192948.4,1
8299,42787181,McWilliams,620,China,Male,53,5,119618.09,2,0,1,185627.55,1
8300,39957975,Romeo,466,Spain,Male,83,3,159816.79,3,0,0,215337.02,0
8301,73638839,Watson,671,Austrelia,Male,56,2,219074.12,2,0,1,188309.03,0
8302,67445403,Chin,574,America,Male,44,8,3902.95,1,1,1,144337.05,0
8303,87972171,Bartlett,736,Austrelia,Female,85,6,51937.25,1,0,0,129510.06,0
8304,62940768,Nehi,634,Austrelia,Female,29,5,163771.48,4,1,1,23833.46,0
8305,24470451,Cameron,610,USA,Female,46,5,50523.2,1,0,0,101381.28,1
8306,55933742,Watson,662,Austrelia,Female,35,0,201208.2,2,0,1,4815.59,0
8307,96747063,Maggard,648,Spain,Female,22,10,124776.06,4,1,0,93150.46,1
8308,82037868,Lavine,711,USA,Male,27,6,57442.8,1,0,0,113717.12,0
8309,34395299,McDonald,505,China,Female,74,10,39846.53,1,0,0,45575.49,1
8310,67689651,Hao,716,Austrelia,Male,78,6,115263.21,2,1,1,46292.57,1
8311,59808368,Muldrow,741,Spain,Male,22,3,46709.05,4,0,1,68795.59,0
8312,53431717,Henderson,423,France,Male,57,6,97260.81,4,1,0,6072.91,0
8313,87674013,Romeo,523,China,Male,52,6,123348.58,4,0,1,124568.4,1
8314,99172855,Davis,347,USA,Male,22,9,229754.67,4,1,1,91072.02,0
8315,37937784,Lucciano,430,China,Female,70,4,240777.97,1,1,0,115282.12,1
8316,20912107,Anderson,405,Austrelia,Female,70,8,24985.79,2,1,1,84378.7,1
8317,52647507,Osborne,717,Germany,Male,24,0,76283.31,2,1,1,89018.53,0
8318,35320632,Wilson,747,France,Male,24,9,244610.99,4,1,1,107373.09,0
8319,79666704,Mitchell,518,Germany,Female,85,0,118701.89,3,1,1,174442.01,0
8320,35890780,Romeo,400,India,Female,81,6,182415.99,2,0,1,210019.34,0
8321,25385733,Clarke,519,France,Female,88,0,143940.6,4,1,0,239200.36,0
8322,37989494,Maclean,457,France,Male,68,4,198543.9,1,0,0,185799.54,1
8323,99260126,Maggard,539,Austrelia,Female,87,0,213022.66,2,0,1,106034.09,0
8324,87389438,Lombardo,773,France,Female,67,2,105434.08,4,0,0,180898.6,1
8325,83739168,Mitchell,492,Spain,Female,57,8,165207.02,3,1,1,119133.47,0
8326,80064511,Cameron,325,USA,Female,52,10,9302.96,2,1,0,205519.8,1
8327,91019588,He,782,Austrelia,Female,25,2,33366.16,1,0,1,163080.92,1
8328,83762456,Clements,841,India,Male,59,0,144336.92,4,0,1,239050.9,1
8329,54595711,Sanderson,516,France,Male,73,5,148434.25,2,1,1,155145.21,1
8330,20850063,Clements,475,USA,Male,50,9,153989.1,4,1,1,83086.35,1
8331,85966582,Martinez,385,Austrelia,Male,53,2,130343.94,3,1,1,229874.39,1
8332,24696577,Martinez,798,France,Male,18,3,243247,2,0,1,35548.31,0
8333,37195309,McDonald,635,China,Female,60,6,57319.5,2,0,0,222839.75,0
8334,53538672,Yen,612,Germany,Male,70,8,2680.07,2,0,0,125133.2,1
8335,40807428,Smith,804,China,Female,32,7,159933.54,4,1,0,28995,0
8336,49781555,Johnson,334,India,Male,66,0,218142.71,1,1,1,203767.3,1
8337,60670160,Mitchell,546,America,Female,32,1,168644.17,1,1,0,80515.28,1
8338,53129515,Johnson,496,Spain,Female,52,5,118706.4,3,0,0,85655.53,1
8339,68295360,Obinna,424,Austrelia,Male,73,2,44430.46,4,0,0,157269.55,1
8340,89392749,Cameron,668,USA,Male,80,10,223746.31,1,0,0,36945.59,1
8341,37838848,Goforth,630,Germany,Female,22,4,162264.16,3,1,1,63955.68,0
8342,77862298,Armstrong,538,USA,Male,54,1,160841.01,2,0,0,27282.4,1
8343,18286073,Obinna,534,Germany,Female,28,10,95063.94,3,1,0,126185.75,0
8344,30685371,Chin,803,India,Female,60,1,100651.09,4,1,1,186031.61,0
8345,66736782,Jones,670,USA,Male,49,0,140028.41,2,0,1,246464.31,0
8346,87858218,Young,533,India,Female,85,7,184619.83,1,1,0,166509.36,0
8347,66995717,He,332,India,Female,31,5,116739.3,4,0,1,20731.35,0
8348,41296274,Henderson,557,Germany,Female,30,3,38144.34,2,1,1,127585.64,0
8349,90142332,Yen,465,Germany,Female,77,2,195268.32,3,1,0,180280.98,1
8350,77747917,Mitchell,743,Spain,Female,87,0,110471.37,2,0,0,145977.8,1
8351,88747920,Scott,624,Austrelia,Male,58,6,53836.43,1,0,0,130119.13,1
8352,87174398,Garcia,747,France,Female,71,6,194626.92,4,1,0,119785.97,1
8353,44286949,Armstrong,432,India,Male,38,8,84258.34,3,0,1,47503.94,1
8354,63175144,Osborne,688,Germany,Male,82,4,220031.76,3,0,0,100251.99,0
8355,46234659,Davis,656,Spain,Female,20,10,132345.15,4,0,1,196790.5,1
8356,42035568,Yen,609,Germany,Male,71,3,162934.17,1,0,0,111156.49,1
8357,49416944,Gerasimov,631,USA,Female,80,0,65247.36,3,0,0,59971.11,1
8358,80179264,Dellucci,772,USA,Female,88,8,180103.23,2,1,0,129011.06,1
8359,58143865,Bearce,320,China,Female,53,10,177049.88,2,0,1,73493.97,0
8360,91846528,McDonald,502,China,Female,60,3,72590.8,2,0,0,45994.98,0
8361,75069233,Johnson,534,China,Male,70,2,126974.7,1,0,1,225401.32,1
8362,43944189,McDonald,731,India,Male,32,5,133728.34,2,0,0,42667.16,0
8363,19179030,Rodriguez,303,China,Female,20,8,211486.74,1,1,0,59890.27,1
8364,25076436,Jones,598,USA,Male,40,9,210869.87,4,0,0,46618.23,0
8365,81002754,Mosman,827,Spain,Male,65,9,176649.61,2,0,1,248967.64,1
